,output_welfare
0,5.643463135285729
1,8.432280065500084
2,4.819473835300278
3,5.62901240216247
4,5.370060178489051
5,6.664289282537347
6,4.188267198537523
7,4.804783133867044
8,5.353225640658914
9,12.761685950722882
10,8.234479641202002
11,9.119239095493588
12,7.2365767037024815
13,8.401505486695285
14,8.399690344617875
15,6.915731317544338
16,8.986961153596342
17,8.36449078567607
18,8.660244987639098
19,6.590857655828044
20,10.267575897924162
21,14.979811206705067
22,12.042031405914464
23,9.966964277320395
24,7.2582277030204905
25,10.197048722514616
26,12.953372286917498
27,10.27238686284228
28,10.136344594609382
29,8.913264821531596
30,7.033497030938127
31,4.5915934456474226
32,3.5996648894122734
33,7.140140697813369
34,8.235027079112982
35,5.787189478059781
36,5.8062496302277165
37,6.689924742898701
38,6.74832209809014
39,3.546657964812178
40,11.535215331901984
41,10.623503631947361
42,5.167814961141797
43,11.173539461792895
44,11.347673759535168
45,12.578396587568877
46,8.721887374673331
47,11.113770455171812
48,11.249914710061113
49,6.135256433623263
50,4.834158347339122
51,2.0666467382126856
52,7.089148125281393
53,5.003842334646469
54,4.003198833108245
55,4.055224055435464
56,7.129625876536072
57,6.424499566790975
58,4.981604321595136
59,7.911872904146452
60,5.842781462150934
61,3.7705851826507666
62,6.480207528340147
63,6.571627352529164
64,6.233914915434993
65,5.8807084397292275
66,6.736518039160261
67,8.381500563252963
68,5.969835961406877
69,5.703347159963624
70,9.900444067554862
71,10.59972089665154
72,9.215636797288479
73,10.69357688914573
74,10.551395493753834
75,9.755916625601996
76,10.808119896824955
77,9.274324066290502
78,11.339499980690906
79,8.826059194355468
80,16.770940790841504
81,17.24720624365518
82,8.571127063685436
83,17.03717796880158
84,15.984784914187028
85,15.743595675022746
86,12.730358315226912
87,17.701528742319212
88,18.480429438722744
89,5.323433977972922
90,8.163488432851954
91,3.6111760712578294
92,8.275839165390552
93,7.968422878342348
94,7.882414781445733
95,10.222200396054154
96,9.498496055787268
97,7.623926215212998
98,8.302299059342095
99,7.600370940211158
100,3.636604293255643
101,6.57240537225035
102,2.5195303022792412
103,3.589122550055012
104,2.998397685632224
105,3.159042455690794
106,2.918063728027595
107,3.535810144360707
108,4.793374106112084
109,4.2777276175722205
110,10.59251248202063
111,11.199959138231552
112,14.454396158613623
113,9.59632144605948
114,10.684471674968677
115,8.703537435010478
116,9.02048499091457
117,9.921280369703892
118,9.855432190655574
119,9.168157710193348
120,6.265446795150668
121,13.545723474305952
122,9.367206200503666
123,6.613167608696435
124,7.503130156282966
125,6.038130925172345
126,7.054848770087215
127,6.293992290492388
128,5.623088262003406
129,10.674953696690139
130,7.6631815393081855
131,11.42374565422155
132,3.4691398472352013
133,7.823500662334906
134,7.37026910387907
135,9.579760403195271
136,8.514422348433852
137,8.458424237508645
138,7.817304951896254
139,6.335625525070842
140,6.132543907847098
141,8.061248432052693
142,7.156493404513304
143,6.52478548160292
144,6.540021963193997
145,7.913270212107805
146,9.163847667968488
147,6.657630204742341
148,6.6823109530932685
149,13.635147891974214
150,10.481919940768044
151,7.845301565763044
152,8.142191482433368
153,8.902865691091401
154,9.263763053950514
155,9.158187612862092
156,9.222320728201526
157,8.383177342252653
158,8.118905301277156
159,4.946604079785338
160,5.949556766905225
161,7.260087425579979
162,12.030321626250517
163,5.457298994785082
164,5.937858056004471
165,4.7889512484137935
166,4.507460744132637
167,5.542308527944131
168,6.0308822257254615
169,5.279520443000899
170,12.734205030763965
171,10.443262870364048
172,13.490113222909876
173,11.966497709713034
174,6.145274807687087
175,10.621395904236715
176,10.044344064777148
177,10.532370916494461
178,13.023778959416259
179,5.030851018177923
180,4.270951310954864
181,6.525784771716646
182,6.576085764234131
183,4.293479669562116
184,4.358380751892089
185,3.7428776433402127
186,3.849485646502969
187,4.3661974123948495
188,4.288549760133018
189,7.996971586341523
190,8.465838394944921
191,8.154335941231516
192,9.11535380769666
193,7.6935380466215895
194,7.383736429607938
195,10.448471092939931
196,10.762614558814747
197,8.02063503564572
198,9.648529000867896
199,11.242556332966368
200,9.489949651747486
201,7.5000253819357985
202,6.299640264765197
203,8.631393544123432
204,9.578278878266158
205,10.878104902337245
206,10.43822609018304
207,8.557615947067914
208,9.152608747685468
209,6.858891301892263
210,1.5155494139783299
211,4.979973157465206
212,3.855718088470531
213,1.5194270520563302
214,3.4407864882458434
215,0.6312108516081685
216,0.2832004064766276
217,1.4746849643431215
218,1.4611420687354468
219,10.460395200855386
220,12.459129355810376
221,12.543184453611396
222,10.050782511821957
223,14.173129970584718
224,4.889703448352041
225,9.829954349615322
226,14.114424501587333
227,12.4735125241816
228,12.8488953410263
229,3.0505646077016415
230,5.5646524856811075
231,5.690224852408741
232,8.59431716698155
233,5.647148749623352
234,7.354099459155323
235,6.125025662927881
236,6.844837272862962
237,5.679993122870467
238,5.519979872810949
239,9.360340044516875
240,4.1184311496858745
241,4.218378632789929
242,4.211678523131071
243,4.427488989283505
244,7.6489840834435086
245,4.150409845726419
246,6.077809158785933
247,3.9866097855595126
248,5.659999672532098
249,8.853521734771068
250,9.949389659204602
251,9.425796410634145
252,8.543964401412309
253,10.68797605937601
254,8.547775496579066
255,10.582301010951857
256,9.088450902297026
257,9.530257951369741
258,9.48437910216301
259,6.734766131146072
260,7.340236662927906
261,8.71512451584943
262,3.981620900611396
263,7.9151791614440175
264,8.372851555627973
265,7.8254442933756865
266,6.8238036502675135
267,6.354923029988379
268,6.357256181650967
269,4.9660765061484895
270,8.251840126938832
271,8.649777653800195
272,12.228414137228778
273,9.26486453516998
274,9.058099731450485
275,7.6442368804061935
276,8.677596052240732
277,7.516861027557361
278,7.630504675752827
279,11.389785628888138
280,10.673012459056089
281,6.631609425239784
282,10.055842447368754
283,10.500595923413764
284,10.921945953475939
285,12.26017359139536
286,11.71480311357459
287,11.897996108114084
288,10.558906453272837
289,7.659383623065076
290,4.662412503030772
291,6.857615170416737
292,3.444522674027658
293,4.6587653943093885
294,3.529836347350758
295,3.8544912461363725
296,5.242011446257513
297,5.481834985528338
298,4.696404445784592
299,11.677091542047558
300,11.512044506051632
301,6.616413138232832
302,12.86707026920617
303,11.371546115761548
304,12.049545639834927
305,15.022704199550999
306,8.082303301068013
307,13.540219227970171
308,11.492176595877428
309,9.280635866153093
310,9.061880142147587
311,9.99690858989213
312,8.492548185859103
313,8.9955513922378
314,11.175549441805773
315,8.617372491421317
316,10.580963861772576
317,10.152996276780895
318,9.803094614216677
319,9.962163802328005
320,4.345167324558146
321,8.740299259658066
322,3.3603919215717717
323,4.248883109838241
324,3.889461875744302
325,3.924431058266964
326,3.698519200863772
327,3.2731454779401763
328,3.2949878843985116
329,12.127112124322473
330,10.387955082675647
331,4.560023083710618
332,8.448534133282065
333,8.544269512155253
334,9.643766625910652
335,7.709659234060248
336,9.68696005733706
337,10.124987323320351
338,8.510671891078765
339,5.051537330535411
340,4.2613895387402545
341,5.644809909565367
342,4.206405270371821
343,4.465714087926279
344,6.996889367456958
345,3.950415652479297
346,3.759696387143217
347,3.2680694167188995
348,4.37782290896055
349,8.929633175560646
350,8.574720343440632
351,7.6081007499758675
352,3.7264546406827317
353,8.094163732726521
354,8.112624705953522
355,7.528261834124501
356,9.952152928016817
357,7.705233559549502
358,8.11090089125582
359,4.610578865189766
360,5.693178207695954
361,10.11172996248434
362,6.262444449803195
363,6.793804227571077
364,3.797667854195379
365,6.873684460877557
366,7.972604587645853
367,5.8721480147097855
368,6.499780277618926
369,15.596870196218262
370,7.208697132129833
371,12.302817296480535
372,11.915765949724163
373,7.338794882087215
374,10.409453136336824
375,6.607130747560347
376,5.803920346558937
377,6.70719891535693
378,7.550131071568319
379,11.545843369165802
380,10.955954954917873
381,14.51329736124569
382,10.19511573941082
383,10.29837439891361
384,10.233134204619025
385,10.942296587944382
386,11.114540742393777
387,10.083255192299255
388,11.119841296930868
389,12.16546897700459
390,7.212750726952212
391,6.38650266070843
392,7.306866786905034
393,7.136595800633069
394,5.9131066483078945
395,8.223859604906218
396,7.617894201893769
397,6.734459427200024
398,7.493688999355197
399,7.738250345743739
400,3.268946266154632
401,7.667051290830386
402,4.5619164152642515
403,2.9518963631253277
404,2.4503612677880593
405,3.4231878778357063
406,5.568120786725922
407,3.5385580457191064
408,3.1272222137685994
409,9.117574870662587
410,7.521153829145844
411,6.854157456589102
412,8.248218807630682
413,7.135276563105588
414,7.766576076967365
415,9.675354783995935
416,6.103688280865595
417,7.040109345648283
418,7.441734113923144
419,8.47438723800313
420,9.503988805183868
421,13.120717185132715
422,4.073048599213339
423,9.697964446086827
424,9.622402751963053
425,9.352568231824385
426,10.249230049848071
427,9.558940408130937
428,9.347131719422231
429,11.176025785608344
430,7.447266225798106
431,3.8989131666509964
432,11.06116112430219
433,8.64065973353951
434,4.955086113610157
435,7.0047576015446555
436,9.18275293637092
437,7.0706369301481935
438,8.489649595988586
439,6.176649557709437
440,11.245253668992625
441,10.806540617147938
442,8.675982812782854
443,11.659160497650637
444,11.374734567309043
445,10.602735494271132
446,11.783180696428477
447,11.111484421845875
448,12.037717079716618
449,7.816025244961192
450,3.9672747216724122
451,2.6892075237928306
452,4.191244627025354
453,3.9642774914524805
454,4.529861844309899
455,4.505813873214165
456,3.934091624182144
457,5.231947334163279
458,4.15918778447305
459,4.5676141665219605
460,11.55114589950592
461,7.779858606423256
462,10.437175987738541
463,10.700910816155467
464,10.309283860010298
465,10.838972917531404
466,5.717299351712507
467,10.32412765998405
468,10.752021600016034
469,6.793962005839162
470,6.564609532574276
471,8.190929111978678
472,6.63731358751877
473,6.581375002547032
474,7.753418612267437
475,7.3329450535573315
476,9.392003113593036
477,8.935659395770077
478,7.821311028952157
479,6.232144753342396
480,6.210703599384367
481,6.512780618399496
482,11.360138122745077
483,6.211144205495918
484,5.73625085745195
485,7.0276838888252975
486,9.994666389160864
487,5.776405107612671
488,5.860768230151298
489,14.84876997007893
490,8.930127927311045
491,9.418983831516634
492,10.399196933860889
493,8.609412982619995
494,8.84715109742621
495,9.181031728110057
496,9.734036555477413
497,9.251625876810246
498,8.930748150868359
499,12.519908269243883
500,9.170845455652357
501,8.485637318910454
502,8.527550033750712
503,9.091980332688479
504,8.801401435607685
505,8.038183433506052
506,10.214464749776777
507,9.231869213620472
508,9.227533741901466
509,8.03092049313631
510,7.218087672355303
511,6.757901603985413
512,13.212980736760745
513,7.116714620928446
514,6.708764089214492
515,9.509517034955403
516,5.867575433047351
517,6.728829907199641
518,7.517189787490967
519,11.018732827227483
520,10.523332595150837
521,6.506699113704606
522,5.375247066034244
523,10.430450203067075
524,10.050409682159595
525,10.227275975888574
526,8.872055460296131
527,10.755573633207062
528,10.176774992199016
529,0.8899906884768666
530,3.2058387643847217
531,8.51950457127796
532,4.966021209978113
533,3.0919398465103374
534,3.1770158290590134
535,3.1003294053226518
536,4.747375886858077
537,3.0974512481233454
538,3.0231595181196607
539,15.065293553371944
540,8.03538737963249
541,6.495727796234894
542,4.759333600031498
543,7.501841088230383
544,8.647157553980296
545,6.139486815111375
546,6.2317024823166145
547,7.437852190736918
548,7.475998960340036
549,4.431649141067053
550,9.460754491011505
551,10.077259083757744
552,12.919270096499709
553,10.091012639562937
554,9.070928085976128
555,11.709715415792925
556,9.723035937480828
557,10.847657927310275
558,10.469566021185411
559,11.635198830184379
560,9.071921888773382
561,9.0543430339694
562,9.98285240715866
563,10.061049939852417
564,8.00896053093434
565,10.637748130578094
566,5.969603275499533
567,11.160384361400956
568,9.213401509168662
569,3.002043132390215
570,3.0219727365339115
571,6.17178418804887
572,8.241094628564587
573,3.9835823881839683
574,6.286594531476472
575,4.3806452348465195
576,3.270191293339848
577,4.3909226748820425
578,3.3827649078628985
579,6.844828696774421
