,modularity
0,0.4810301511550643
1,0.5262123607892826
2,0.6426085776385823
3,0.48147083301028093
4,0.5188554423816218
5,0.47380990941234513
6,0.4871087177954988
7,0.4844674537363994
8,0.4789798213305896
9,0.4862215940498783
10,0.47296088877158726
11,0.4979549732331885
12,0.5644763274712885
13,0.4800773537242189
14,0.48000715021704715
15,0.465942800880654
16,0.49568520078474987
17,0.4814732356900323
18,0.48421609752107314
19,0.5937214441239731
20,0.640348335777386
21,0.4808247334434762
22,0.5340047926971344
23,0.6275216025966088
24,0.634210004561599
25,0.6201408915280022
26,0.6233334203974165
27,0.6159948839855595
28,0.6449119821981402
29,0.4703433922996878
30,0.5719028191005053
31,0.48190231420088503
32,0.5979022538352056
33,0.5936629278372004
34,0.6270261079394475
35,0.5773100386385417
36,0.5706390119411477
37,0.682806339614359
38,0.5873919861898004
39,0.6027538705575469
40,0.5105369379137046
41,0.6406449400237946
42,0.6145533323465617
43,0.5077783708865146
44,0.507117296844799
45,0.506622688833871
46,0.5437529104530665
47,0.4613866087702102
48,0.5067092639818269
49,0.5385932166831939
50,0.5066268268701423
51,0.6826760519174238
52,0.5659215415400123
53,0.5414423885788427
54,0.5353802488612818
55,0.5650666593555556
56,0.552541505114637
57,0.5655507074592304
58,0.5213301676916016
59,0.6639715892458768
60,0.6075017206665588
61,0.6033335141716548
62,0.6398307063549034
63,0.6393360155031198
64,0.6158477315688509
65,0.6006446777158038
66,0.6405588675290568
67,0.6177770455127574
68,0.6118301409390074
69,0.4948666247886283
70,0.4657849673715132
71,0.6918511670805991
72,0.5675152472907665
73,0.5983728679722113
74,0.605234801420153
75,0.4934968410542374
76,0.47490140399856684
77,0.49208913366312756
78,0.47033164292378343
79,0.5151526073086347
80,0.4344507391666041
81,0.44361328392091
82,0.6481638806864233
83,0.42985853238496646
84,0.5380937930905922
85,0.458814620606799
86,0.5010270914947953
87,0.4828470684920379
88,0.4519634160886293
89,0.6067342983237691
90,0.5541988316682578
91,0.6143043577468759
92,0.6420081524608214
93,0.5218400847286055
94,0.5571906488903214
95,0.5534070127476359
96,0.5049325614489082
97,0.4979633129059712
98,0.5612358173876026
99,0.5794710331845868
100,0.5495307114748865
101,0.6151266862131315
102,0.5228537122951146
103,0.5521648887988244
104,0.5893998956302584
105,0.5499683887749003
106,0.5837183378836369
107,0.5443285854120887
108,0.5530801512931827
109,0.552821910893978
110,0.45690341486935615
111,0.609816528745563
112,0.7017011077824116
113,0.4667735972629983
114,0.47440162978882494
115,0.4863136844421198
116,0.5488689883575474
117,0.5292166483400378
118,0.4617129904545436
119,0.6379514927878108
120,0.46638812552252074
121,0.5271430040899318
122,0.4676529748091126
123,0.4919360550754216
124,0.5128987405652674
125,0.4961926567826216
126,0.4796342690933387
127,0.46238074100773635
128,0.46468494596515686
129,0.569955368161068
130,0.48472876110959223
131,0.5449623056472448
132,0.4985779983428636
133,0.4806707296078663
134,0.5193577280022851
135,0.45873507900040617
136,0.44942129810412623
137,0.49687967251148557
138,0.4907738068099282
139,0.6487372050287826
140,0.6018644021256232
141,0.5415939686710132
142,0.7139125703949475
143,0.6084885770908534
144,0.5963500159490159
145,0.6024015767273997
146,0.5397757442895138
147,0.5953456311239246
148,0.6022971721421219
149,0.6093084499401508
150,0.5296775766779941
151,0.6129066374423314
152,0.5069436893138782
153,0.5667204993706756
154,0.4945215138735635
155,0.5581092033665686
156,0.6166583425175055
157,0.5519068168553544
158,0.5733213482748624
159,0.6300068217334931
160,0.4778767688560448
161,0.5403814428255977
162,0.6182134182034038
163,0.5314567221405673
164,0.4912035766311836
165,0.5105657332244568
166,0.5444333724274442
167,0.4834002491106503
168,0.579960736704004
169,0.6506564111150145
170,0.6175869855103057
171,0.5545340543491281
172,0.6227662812224135
173,0.5867181159519271
174,0.5926363558252299
175,0.6280198286157989
176,0.6749870682533939
177,0.6257102627664639
178,0.6350186804875523
179,0.4486793494842264
180,0.5540645390801959
181,0.47205681714535325
182,0.5600746086542606
183,0.5487399756169056
184,0.5488866445743805
185,0.551650432676367
186,0.5561020277664871
187,0.5617978994252265
188,0.5622576981494551
189,0.4724665577438185
190,0.6148991863553341
191,0.5969502771430734
192,0.6389835919838707
193,0.6410803991786957
194,0.6159837221608441
195,0.6463219361876774
196,0.5950494579243021
197,0.5525795250630141
198,0.6353908804439594
199,0.529428240687008
200,0.5143001037479829
201,0.48330578271361624
202,0.5557287201788745
203,0.5215083050150466
204,0.523289566525396
205,0.5227800411245545
206,0.5236945900067569
207,0.5164390066607991
208,0.5229226320573811
209,0.4883339059401346
210,0.4978108956429048
211,0.5101351607908371
212,0.513516278451687
213,0.5005764031869274
214,0.4991547992993904
215,0.5023691384182978
216,0.5008872688987115
217,0.4963994581113145
218,0.49677132236200017
219,0.5687063243728749
220,0.5588853416719562
221,0.6181255476429337
222,0.5896879089374396
223,0.5604171200239132
224,0.549909064860825
225,0.5676346617496281
226,0.6367633576818107
227,0.5958932566915836
228,0.5569368582046901
229,0.6136966624119939
230,0.625202221131695
231,0.625026441650149
232,0.47034339229968786
233,0.655723408272737
234,0.6211413675407855
235,0.6551799093503086
236,0.6261955946188488
237,0.6306880458974129
238,0.6062708855168935
239,0.48025711662075293
240,0.6350328245264283
241,0.5533522106876323
242,0.6890681664110656
243,0.4971243486184598
244,0.517045528332304
245,0.6397384610202315
246,0.6197369567857065
247,0.5272726782105335
248,0.5361776066665822
249,0.6099555506985711
250,0.5140226912449742
251,0.48752650152301297
252,0.638837676800872
253,0.5148081203674191
254,0.4874918845403215
255,0.4826740642407014
256,0.4826788321613098
257,0.5048353391157745
258,0.5142511851719325
259,0.5172730531561354
260,0.4848016857139937
261,0.511248250715347
262,0.47847429872892117
263,0.48808029651302964
264,0.4842730983743328
265,0.487660573714345
266,0.4665866744884552
267,0.4855591941556886
268,0.48367904161804515
269,0.6386809379219209
270,0.6942742459549102
271,0.5294591371545776
272,0.6996163076740771
273,0.6998167169945682
274,0.6854685385139826
275,0.6835145940448776
276,0.7250186894025872
277,0.7014474183428372
278,0.6974060957896446
279,0.5617109714811587
280,0.5306086817562825
281,0.6522470754768754
282,0.673031102282441
283,0.5099501376265211
284,0.5003928331663785
285,0.49157719922905063
286,0.5123977311847531
287,0.48656528676365474
288,0.5111174982515119
289,0.6605942912243293
290,0.525236495882935
291,0.5964076419728048
292,0.5167746420214205
293,0.5257756204824366
294,0.5114160135175717
295,0.5262509329389262
296,0.49939645455173604
297,0.4952698055656879
298,0.524746791931781
299,0.5592713500730212
300,0.6179413409978308
301,0.43257966692420163
302,0.681053820844981
303,0.6213782356777724
304,0.6426074597134686
305,0.6091778149291474
306,0.5995673440303746
307,0.6141345998057877
308,0.6205364127624754
309,0.6966835365464402
310,0.5262447806492146
311,0.5892944608580777
312,0.4722582341515893
313,0.5294645056576668
314,0.5495485293866262
315,0.5293705340027008
316,0.5630832892852389
317,0.5274839274916433
318,0.5296526171148703
319,0.5873261480062939
320,0.488022775608317
321,0.4695259671809577
322,0.5208441868200492
323,0.4627242715611825
324,0.4733492643169356
325,0.47007135049212895
326,0.5031250504247374
327,0.46047597735582446
328,0.4540984960012286
329,0.5908913180485288
330,0.6840036198766072
331,0.7001956527632207
332,0.696750332636952
333,0.6942781823573181
334,0.7018935062606488
335,0.6925628689405602
336,0.673532458436803
337,0.690614724673606
338,0.6934486925531508
339,0.6643649020492324
340,0.5620784422382501
341,0.5695754769623425
342,0.6205135987076229
343,0.5651682276569756
344,0.5563809795692094
345,0.583568907561575
346,0.640403996129403
347,0.5623154349285372
348,0.5706388589713502
349,0.6164763682878189
350,0.67366027504421
351,0.6398255679910954
352,0.6663781338681761
353,0.663778098859718
354,0.6641891877333252
355,0.6455093393972758
356,0.664487021393115
357,0.6606288094671349
358,0.6623021212414415
359,0.5792903090183946
360,0.5564540742177203
361,0.5313904376683628
362,0.5564935414176302
363,0.5511796053269657
364,0.5507486620543456
365,0.5637050811920289
366,0.5494701344722087
367,0.5392592333205883
368,0.5478158325727132
369,0.4788614591798912
370,0.485108784437081
371,0.6616720266088771
372,0.5888110360039653
373,0.49484119823756817
374,0.478655610861889
375,0.4875442019125735
376,0.4985117216535475
377,0.47238314333836434
378,0.4874315387786069
379,0.7566376247386701
380,0.632916313452302
381,0.63308638104146
382,0.5158439324183421
383,0.6313391282975639
384,0.5883347620896952
385,0.6407716664852126
386,0.6369993045363593
387,0.636531479410152
388,0.6361157264517489
389,0.6275084034380123
390,0.5473393004233452
391,0.6730742512978276
392,0.5865637295233185
393,0.595874403754102
394,0.5663099374857146
