,gini
0,0.7639636355548357
1,0.18743848120339024
2,0.7694157739952847
3,0.7689389624808911
4,0.8643552517333446
5,0.7771445698556713
6,0.7624615912116887
7,0.7637073824138639
8,0.7761653432213177
9,0.19193380784148475
10,0.21747519575958385
11,0.19862478522541027
12,0.20487185370118444
13,0.24480097397455777
14,0.20948765651985982
15,0.22750704877136682
16,0.20711756910878285
17,0.22825521216411815
18,0.2041797377632539
19,0.23409681479736702
20,0.19921555435689722
21,0.21982449538161997
22,0.2081903872161156
23,0.2234329740840386
24,0.20362894754191727
25,0.1720060875523003
26,0.20693679031195095
27,0.21933936762312076
28,0.2293838514730491
29,0.18323761926659005
30,0.2105213482103411
31,0.18912085491910596
32,0.24473373067629847
33,0.19981803819249452
34,0.15530737979423234
35,0.18919522248931991
36,0.21876089455634934
37,0.1813900101931837
38,0.22988833206915765
39,0.21142643699559194
40,0.23054393527167172
41,0.21122684830084296
42,0.19841185300195718
43,0.21387337426809877
44,0.1915792494437172
45,0.21326610816082509
46,0.23705926770916114
47,0.23218296922404136
48,0.23738109611967015
49,0.1829497882238383
50,0.1920596639288249
51,0.2371387899611374
52,0.17583755326650063
53,0.21220875014559884
54,0.19274575193845284
55,0.21873294554032507
56,0.23493295680289297
57,0.21402246388524238
58,0.21010297474964665
59,0.2123562415225539
60,0.27962659596563744
61,0.2849965600421619
62,0.25292548358602207
63,0.3158579176858464
64,0.28641084425101504
65,0.2758364964000068
66,0.2731190056296967
67,0.2920056056690508
68,0.3047569794771701
69,0.1990257683303039
70,0.20603334076471516
71,0.23150177050378395
72,0.1876620803732731
73,0.23217891813584626
74,0.21033410457691074
75,0.21419762686425356
76,0.21609874034918966
77,0.20493052614952648
78,0.19463670054715695
79,0.2350796634092814
80,0.23183479814167088
81,0.2320576742923853
82,0.2532091789531516
83,0.21545509989298928
84,0.24057704841157648
85,0.2008711029720517
86,0.2345987909519408
87,0.20768594368197577
88,0.20401618035573268
89,0.19396725689478753
90,0.20631421080880796
91,0.2073693246630786
92,0.18104366286478135
93,0.20897199344946132
94,0.17699077907762753
95,0.195045736646035
96,0.17981362111961807
97,0.20013439531063834
98,0.21576961675036746
99,0.17906278459883265
100,0.17886841314750263
101,0.1773790981004595
102,0.22448934461699874
103,0.19861592414897114
104,0.2071839681769312
105,0.22901986331377502
106,0.18738371214022623
107,0.18091018659162655
108,0.19106111671072767
109,0.2092726371517149
110,0.20288082220340375
111,0.18823447844424182
112,0.19595455192407682
113,0.19387609985431914
114,0.20327907390333244
115,0.27958366678083946
116,0.20831851246222255
117,0.2639290265887495
118,0.20439926560496127
119,0.1866989302412372
120,0.2612295543975944
121,0.2528606123904823
122,0.2514809058841803
123,0.2172600414736672
124,0.23737932914608917
125,0.23760152766636827
126,0.21907870775927082
127,0.23179900104261128
128,0.2273055523871516
129,0.20144685275465057
130,0.19123595609460023
131,0.22958385502175854
132,0.21776899875588074
133,0.2394203264861223
134,0.19477107940282454
135,0.1864518262749023
136,0.2205467645111904
137,0.20096111150009144
138,0.25000996160769123
139,0.21866518907188243
140,0.17716983507570325
141,0.9451623490796264
142,0.1684729202481355
143,0.20488184617312233
144,0.19795520849930315
145,0.2175304527595723
146,0.18074006265044093
147,0.1784223298631477
148,0.19083141306367338
149,0.9491947226631604
150,0.19360578459763356
151,0.19949683382321126
152,0.1953396296863227
153,0.2011254550388811
154,0.22631517783839494
155,0.18974816574415454
156,0.1944511128064028
157,0.21509051347281694
158,0.23469446360941676
159,0.19419916906596663
160,0.2151555313441303
161,0.23240128687448078
162,0.20649273144742844
163,0.23278646713372678
164,0.23054169148776538
165,0.21647683507907484
166,0.2268921187351283
167,0.21392063577565226
168,0.21086579279466391
169,0.21325483433030673
170,0.2031128200434847
171,0.2004428184127344
172,0.2112034875793656
173,0.22724144305185734
174,0.1813522148488076
175,0.17223121005803993
176,0.20760305420319344
177,0.25484385366144346
178,0.24756732768041143
179,0.20962796191946123
180,0.2213261913785275
181,0.2085911810145728
182,0.22170109908804167
183,0.25356942382492975
184,0.22016470549597947
185,0.22412961152011868
186,0.17986476499391188
187,0.20054997913679096
188,0.2206803038372549
189,0.20908739735282625
190,0.17102250842181915
191,0.16354012047909278
192,0.16873417460620216
193,0.1881034024864871
194,0.19059087254514265
195,0.17774649163155362
196,0.22377241809830717
197,0.16886517978026902
198,0.20742403069463144
199,0.20174635589684586
200,0.22487021077314553
201,0.2102865071953842
202,0.23364481743706877
203,0.22605574806091933
204,0.1961832847657824
205,0.21987332796668166
206,0.2089035935091401
207,0.23425898444655713
208,0.21631123528637064
209,0.2232061920122131
210,0.19794002082483483
211,0.19934445133481843
212,0.22441561989484093
213,0.20954521755586394
214,0.19827208472284286
215,0.20091245396073656
216,0.1953335264226118
217,0.19472312520464324
218,0.1919859504548086
219,0.197744303424222
220,0.21125961875530927
221,0.21122073081717935
222,0.21567550778364153
223,0.1806468210629004
224,0.21264887563652177
225,0.2414352920166523
226,0.22010446181036158
227,0.21856978780247457
228,0.17709248778972533
229,0.22629577932938533
230,0.26307549411205144
231,0.1983336235671967
232,0.19445158834753368
233,0.21489858209235713
234,0.1849905401064682
235,0.22195351356138435
236,0.2002924425575143
237,0.21103260053770823
238,0.17332986895480626
239,0.2171197459815433
240,0.21916442221018928
241,0.22370380150106894
242,0.23713695876647273
243,0.22080420172311668
244,0.24682021419391942
245,0.20098730996994435
246,0.2355186384363407
247,0.24489494057659325
248,0.2695786269127734
249,0.19844899176910674
250,0.20769647160204932
251,0.19627278740900345
252,0.21898742085936387
253,0.2053176632427537
254,0.187532739137413
255,0.2175855528901678
256,0.24715743150736735
257,0.20892599985086485
258,0.19613649513600712
259,0.20354671474842925
260,0.24054306506812015
261,0.17548029246597682
262,0.22318725935781353
263,0.2195159154709798
264,0.22080090568699406
265,0.18627739236301957
266,0.19166740529197931
267,0.19889371185070037
268,0.18711875923139207
269,0.20765319296260273
270,0.19672545566870342
271,0.2084688037711086
272,0.22677703159549426
273,0.22122204252616615
274,0.19578770493889883
275,0.228642140524814
276,0.2227005099427945
277,0.19556540938930864
278,0.2330062906969793
279,0.22885090654221238
280,0.22852094222746386
281,0.23643977528523039
282,0.20281051147729978
283,0.21145478106043794
284,0.22570095297016873
285,0.20975950353338996
286,0.19946219625697895
287,0.23773450812259098
288,0.23964222291971768
289,0.21419616727877655
290,0.1806262904184024
291,0.18336314780387977
292,0.2287216618956224
293,0.1729675479349045
294,0.18747936429408033
295,0.19434200016200606
296,0.18907472268970668
297,0.1985297306243761
298,0.18715251184832915
299,0.23643739716093734
300,0.23362380354539602
301,0.21549003660685015
302,0.23642220369966674
303,0.1990304427677648
304,0.24314222098716
305,0.21665522840724172
306,0.23552933116979016
307,0.18694117301273788
308,0.22015171626545604
309,0.20118068049359478
310,0.23275872817237797
311,0.2065259643064834
312,0.22283222585452794
313,0.21462558837915968
314,0.22630722341458032
315,0.20288474114525284
316,0.21907735480948873
317,0.2285538280584942
318,0.23414508230938935
319,0.19653208305845132
320,0.19443766412293395
321,0.22358613548064205
322,0.19547998345209838
323,0.2128563517749962
324,0.17966401697070966
325,0.22058499920920957
326,0.19404966239991475
327,0.19574012427211882
328,0.1811836096070978
329,0.24132859888673283
330,0.20409935210748464
331,0.20325432700282775
332,0.21461990378133097
333,0.21655014384095744
334,0.18204824809519368
335,0.23197483472579628
336,0.1939976583310328
337,0.21738640418008734
338,0.1978813227869908
339,0.20361532377936237
340,0.19112804116002183
341,0.19424923093651397
342,0.1914614014287821
343,0.20889788608195092
344,0.21586560942204536
345,0.18430670012677788
346,0.2089163480050818
347,0.21932106638764493
348,0.20660793919331116
349,0.21237269633720027
350,0.16700154476971937
351,0.20302452630142548
352,0.2142523002833935
353,0.22964157049121503
354,0.23257406321597257
355,0.2573709471041585
356,0.20221202516976197
357,0.21277892592477055
358,0.22293784532122432
359,0.2169903492182932
360,0.24009033187298431
361,0.21954859139121968
362,0.21557200774353835
363,0.20853459785683126
364,0.216880020104523
365,0.2019377140422565
366,0.22205481512125586
367,0.20868702461289337
368,0.21726127325027897
369,0.19457695846873782
370,0.1865660309771043
371,0.22928915730510382
372,0.1870194094128033
373,0.22065394897016938
374,0.21167871931997181
375,0.24385710598334195
376,0.1960476730599549
377,0.20562515787208954
378,0.2038586457965105
379,0.24012119312390798
380,0.23076054491126838
381,0.21511808090885087
382,0.23093069232521354
383,0.23219085532242834
384,0.19435277595613054
385,0.21924937535976885
386,0.19959028054539546
387,0.20713682558798963
388,0.1954402784440728
389,0.25396923642917324
390,0.18363317086416875
391,0.17780138591594521
392,0.20640655466261512
393,0.18759778231704438
394,0.16565356609225987
395,0.22591578661199932
396,0.18170893792661502
397,0.15005398641919013
398,0.15530555143619584
399,0.2093963332271649
400,0.19546978392451958
401,0.23249843137768825
402,0.19292116451927616
403,0.20282130512459537
404,0.229222210256874
405,0.2455172708036919
406,0.26110321499885697
407,0.2356693737909202
408,0.1893034867926924
409,0.21790186028820457
410,0.2191247189081576
411,0.18943712097824547
412,0.18137425087953613
413,0.187511615580244
414,0.22482959703759012
415,0.20613565693835584
416,0.23847744003516524
417,0.17817281627324513
418,0.21446794104654826
419,0.20249817061944111
420,0.2177658391426314
421,0.2327642459087691
422,0.19822961051125057
423,0.1889869313428505
424,0.24323120703109832
425,0.1799524402777149
426,0.20700659905888663
427,0.21365145996516122
428,0.21016933673302524
