,modularity
0,0.47474747474747475
1,0.48688271604938277
2,0.4747474747474748
3,0.47474747474747475
4,0.4747474747474748
5,0.47474747474747475
6,0.4747474747474748
7,0.47474747474747475
8,0.47474747474747475
9,0.4868827160493827
10,0.48688271604938277
11,0.48688271604938277
12,0.52587890625
13,0.4807098765432099
14,0.48688271604938277
15,0.48688271604938277
16,0.4868827160493827
17,0.4868827160493827
18,0.48688271604938277
19,0.52587890625
20,0.52587890625
21,0.525704357357339
22,0.52587890625
23,0.52587890625
24,0.52587890625
25,0.52587890625
26,0.52587890625
27,0.52587890625
28,0.52587890625
29,0.5258213514655488
30,0.48688271604938277
31,0.48688271604938277
32,0.4868827160493827
33,0.48688271604938277
34,0.48688271604938277
35,0.48688271604938277
36,0.48688271604938277
37,0.48688271604938277
38,0.4868827160493827
39,0.4868827160493827
40,0.52587890625
41,0.52587890625
42,0.52587890625
43,0.52587890625
44,0.52587890625
45,0.52587890625
46,0.52587890625
47,0.52587890625
48,0.52587890625
49,0.52587890625
50,0.52587890625
51,0.48688271604938277
52,0.52587890625
53,0.52587890625
54,0.52587890625
55,0.52587890625
56,0.52587890625
57,0.52587890625
58,0.52587890625
59,0.48688271604938277
60,0.52587890625
61,0.48688271604938277
62,0.52587890625
63,0.52587890625
64,0.52587890625
65,0.52587890625
66,0.52587890625
67,0.52587890625
68,0.52587890625
69,0.48688271604938277
70,0.48688271604938277
71,0.48688271604938277
72,0.52587890625
73,0.48688271604938277
74,0.48688271604938277
75,0.4868827160493827
76,0.4868827160493827
77,0.48688271604938277
78,0.48688271604938277
79,0.52587890625
80,0.4868827160493827
81,0.52587890625
82,0.4868827160493827
83,0.4868827160493827
84,0.48688271604938277
85,0.48688271604938277
86,0.48688271604938277
87,0.48688271604938277
88,0.4868827160493827
89,0.52587890625
90,0.48688271604938277
91,0.48688271604938277
92,0.52587890625
93,0.48688271604938277
94,0.48688271604938277
95,0.48688271604938277
96,0.48688271604938277
97,0.48688271604938277
98,0.48688271604938277
99,0.52587890625
100,0.52587890625
101,0.4868827160493827
102,0.52587890625
103,0.52587890625
104,0.52587890625
105,0.52587890625
106,0.52587890625
107,0.52587890625
108,0.52587890625
109,0.48688271604938277
110,0.4868827160493827
111,0.48771545813525885
112,0.4868827160493827
113,0.487272705560402
114,0.48697930668685946
115,0.4875235463299084
116,0.48691523917397495
117,0.48707706106769283
118,0.4871105712346882
119,0.48688271604938277
120,0.48688271604938277
121,0.48070987654320985
122,0.52587890625
123,0.48688271604938277
124,0.48688271604938277
125,0.4868827160493827
126,0.48688271604938277
127,0.48688271604938277
128,0.4868827160493827
129,0.52587890625
130,0.48688271604938277
131,0.48688271604938277
132,0.52587890625
133,0.48688271604938277
134,0.48688271604938277
135,0.48688271604938277
136,0.48688271604938277
137,0.48688271604938277
138,0.48688271604938277
139,0.52587890625
140,0.52587890625
141,0.52587890625
142,0.4868827160493827
143,0.52587890625
144,0.52587890625
145,0.52587890625
146,0.52587890625
147,0.52587890625
148,0.52587890625
149,0.52587890625
150,0.48688271604938277
151,0.4868827160493827
152,0.48688271604938277
153,0.48688271604938277
154,0.4868827160493827
155,0.4868827160493827
156,0.48688271604938277
157,0.48688271604938277
158,0.48688271604938277
159,0.52587890625
160,0.52587890625
161,0.52587890625
162,0.48688271604938277
163,0.52587890625
164,0.52587890625
165,0.52587890625
166,0.52587890625
167,0.52587890625
168,0.52587890625
169,0.4868827160493827
170,0.52587890625
171,0.52587890625
172,0.52587890625
173,0.52587890625
174,0.52587890625
175,0.52587890625
176,0.52587890625
177,0.52587890625
178,0.52587890625
179,0.52587890625
180,0.52587890625
181,0.52587890625
182,0.52587890625
183,0.52587890625
184,0.52587890625
185,0.52587890625
186,0.52587890625
187,0.52587890625
188,0.52587890625
189,0.52587890625
190,0.48688271604938277
191,0.47474747474747475
192,0.4868827160493827
193,0.4868827160493827
194,0.4868827160493827
195,0.48688271604938277
196,0.48688271604938277
197,0.48688271604938277
198,0.48688271604938277
199,0.47474747474747475
200,0.52587890625
201,0.52587890625
202,0.52587890625
203,0.52587890625
204,0.52587890625
205,0.52587890625
206,0.52587890625
207,0.52587890625
208,0.52587890625
209,0.52587890625
210,0.48688271604938277
211,0.48688271604938277
212,0.5008918577300872
213,0.48688271604938277
214,0.48688271604938277
215,0.48688271604938277
216,0.48688271604938277
217,0.48688271604938277
218,0.4807098765432099
219,0.48688271604938277
220,0.52587890625
221,0.52587890625
222,0.52587890625
223,0.52587890625
224,0.52587890625
225,0.52587890625
226,0.52587890625
227,0.52587890625
228,0.52587890625
229,0.48688271604938277
230,0.4868827160493827
231,0.52587890625
232,0.52587890625
233,0.4868827160493827
234,0.48688271604938277
235,0.4807098765432099
236,0.48688271604938277
237,0.48688271604938277
238,0.48688271604938277
239,0.52587890625
240,0.4868827160493827
241,0.52587890625
242,0.48688271604938277
243,0.48688271604938277
244,0.4868827160493827
245,0.48688271604938277
246,0.48688271604938277
247,0.48688271604938277
248,0.4868827160493827
249,0.52587890625
250,0.48688271604938277
251,0.48688271604938277
252,0.52587890625
253,0.4868827160493827
254,0.48688271604938277
255,0.48688271604938277
256,0.48688271604938277
257,0.48688271604938277
258,0.48688271604938277
259,0.52587890625
260,0.52587890625
261,0.52587890625
262,0.52587890625
263,0.52587890625
264,0.52587890625
265,0.52587890625
266,0.52587890625
267,0.52587890625
268,0.52587890625
269,0.52587890625
270,0.48688271604938277
271,0.52587890625
272,0.48688271604938277
273,0.48688271604938277
274,0.48688271604938277
275,0.48688271604938277
276,0.48688271604938277
277,0.4807098765432099
278,0.48688271604938277
279,0.52587890625
280,0.52587890625
281,0.52587890625
282,0.52587890625
283,0.52587890625
284,0.52587890625
285,0.52587890625
286,0.52587890625
287,0.52587890625
288,0.52587890625
289,0.52587890625
290,0.52587890625
291,0.52587890625
292,0.52587890625
293,0.52587890625
294,0.52587890625
295,0.52587890625
296,0.52587890625
297,0.52587890625
298,0.52587890625
299,0.52587890625
300,0.52587890625
301,0.52587890625
302,0.4875307279097394
303,0.52587890625
304,0.52587890625
305,0.52587890625
306,0.52587890625
307,0.52587890625
308,0.52587890625
309,0.48785770847813903
310,0.48688271604938277
311,0.48688271604938277
312,0.48688271604938277
313,0.4868827160493827
314,0.48688271604938277
315,0.48688271604938277
316,0.4868827160493827
317,0.48688271604938277
318,0.4868827160493827
319,0.48688271604938277
320,0.48688271604938277
321,0.52587890625
322,0.48688271604938277
323,0.4868827160493827
324,0.48688271604938277
325,0.48688271604938277
326,0.48688271604938277
327,0.48688271604938277
328,0.48688271604938277
329,0.48688271604938277
330,0.48688271604938277
331,0.4868827160493827
332,0.52587890625
333,0.4868827160493827
334,0.48688271604938277
335,0.48688271604938277
336,0.4868827160493827
337,0.48688271604938277
338,0.4868827160493827
339,0.48688271604938277
340,0.52587890625
341,0.44896449704142016
342,0.52587890625
343,0.52587890625
344,0.52587890625
345,0.52587890625
346,0.52587890625
347,0.52587890625
348,0.52587890625
349,0.4547325102880658
350,0.48688271604938277
351,0.48688271604938277
352,0.48688271604938277
353,0.4868827160493827
354,0.48688271604938277
355,0.48688271604938277
356,0.48688271604938277
357,0.48688271604938277
358,0.48688271604938277
359,0.48688271604938277
360,0.52587890625
361,0.4868827160493827
362,0.52587890625
363,0.52587890625
364,0.52587890625
365,0.52587890625
366,0.52587890625
367,0.52587890625
368,0.52587890625
369,0.48688271604938277
370,0.52587890625
371,0.4868827160493827
372,0.52587890625
373,0.52587890625
374,0.52587890625
375,0.52587890625
376,0.52587890625
377,0.52587890625
378,0.52587890625
379,0.4868827160493827
380,0.52587890625
381,0.52587890625
382,0.52587890625
383,0.52587890625
384,0.52587890625
385,0.52587890625
386,0.52587890625
387,0.52587890625
388,0.52587890625
389,0.52587890625
390,0.48688271604938277
391,0.4868827160493827
392,0.52587890625
393,0.48688271604938277
394,0.48688271604938277
395,0.4868827160493827
396,0.4868827160493827
397,0.4868827160493827
398,0.48688271604938277
399,0.52587890625
400,0.48688271604938277
401,0.4868827160493827
402,0.4807098765432099
403,0.4868827160493827
404,0.48688271604938277
405,0.4868827160493827
406,0.48688271604938277
407,0.4868827160493827
408,0.4868827160493827
409,0.48688271604938277
410,0.4871345974055967
411,0.4869148376803549
412,0.52587890625
413,0.48717094651713644
414,0.4869145235528558
415,0.4870119748346437
416,0.48697743150552253
417,0.48707396610615955
418,0.4869148773830909
419,0.52587890625
420,0.52587890625
421,0.52587890625
422,0.5258232406177461
423,0.525824948451036
424,0.5258229783675312
425,0.52587890625
426,0.52587890625
427,0.5258226470593202
428,0.52587890625
429,0.52587890625
430,0.48688271604938277
431,0.48688271604938277
432,0.48694525666898103
433,0.48688271604938277
434,0.48688271604938277
435,0.4868827160493827
436,0.48688271604938277
437,0.48688271604938277
438,0.48688271604938277
439,0.48688271604938277
440,0.52587890625
441,0.52587890625
442,0.52587890625
443,0.52587890625
444,0.52587890625
445,0.52587890625
446,0.52587890625
447,0.52587890625
448,0.52587890625
449,0.52587890625
450,0.52587890625
451,0.4868827160493827
452,0.52587890625
453,0.52587890625
