,gini
0,0.7015886152497486
1,0.698760467947415
2,0.5973553059421574
3,0.6502535044551573
4,0.6472471322526714
5,0.7376475175199004
6,0.5828580771531112
7,0.6052778348433636
8,0.6672881100666542
9,0.6831441995908497
10,0.703020129812775
11,0.6078285685890071
12,0.7383332701652089
13,0.7144645736502153
14,0.7069816517618777
15,0.6849007042531667
16,0.6916251674121828
17,0.7104455796007364
18,0.7194324873446207
19,0.6825698270632357
20,0.7285791341542605
21,0.6384107960500438
22,0.6970130244528819
23,0.7240324900453549
24,0.7533796228138309
25,0.7183608236685705
26,0.6849514758308907
27,0.7289253816722661
28,0.706641961205318
29,0.7289775135907622
30,0.7748673422478491
31,0.8348532544292426
32,0.829983737753301
33,0.7810438766999813
34,0.6565841333742078
35,0.7984141653847672
36,0.7483679090623796
37,0.7693517703252287
38,0.7697273185557989
39,0.8305188194555286
40,0.648138960700265
41,0.6463891709766016
42,0.7207988805723523
43,0.6403506920455153
44,0.6313267552281631
45,0.6509420798049085
46,0.648116761490035
47,0.6455208051788159
48,0.6396268134574626
49,0.6868478414125941
50,0.8130205753292672
51,0.8853308833403756
52,0.7875695126546373
53,0.8126502188766166
54,0.8468619637492952
55,0.7958263106259628
56,0.7747777295655697
57,0.7768083043438685
58,0.8129355410771171
59,0.7557117913394215
60,0.7634459463379741
61,0.8284526818491229
62,0.7405418555226254
63,0.7248630537436107
64,0.7460840255769118
65,0.7632903469647286
66,0.7341844569816856
67,0.7210121520769257
68,0.7658917902429352
69,0.7642520024710139
70,0.5583357813981937
71,0.6066490188362585
72,0.6272705630000609
73,0.5984084562627132
74,0.5767957504068174
75,0.6221355031717152
76,0.5933084212460548
77,0.5979124914261638
78,0.5678694444411924
79,0.644125539929806
80,0.5679535146986907
81,0.6302447495274603
82,0.6573631478206271
83,0.5883353685903987
84,0.5829183270175269
85,0.5672394503867965
86,0.6034398105354908
87,0.5619954723900706
88,0.5754071061181232
89,0.6830385349149827
90,0.7234351411379459
91,0.8373212350791648
92,0.7073505850808793
93,0.7227940386755213
94,0.7200295584108003
95,0.713003735406276
96,0.7172203112933245
97,0.6928139379069701
98,0.7285580889912084
99,0.7432289054354448
100,0.8291267267712312
101,0.7183456581329983
102,0.8784889706204869
103,0.8269453801639871
104,0.857101026445094
105,0.8223034841602348
106,0.8491444154811133
107,0.8276078814986634
108,0.811783275436615
109,0.7881977390650092
110,0.693561535010469
111,0.6411097256755611
112,0.6322781373256076
113,0.7105633443022183
114,0.6608979243559077
115,0.7013865933962209
116,0.711285321056002
117,0.6992935559418977
118,0.6990161516155319
119,0.7035220223769535
120,0.7082192908969139
121,0.653546439511075
122,0.6810300960085712
123,0.6995992004301334
124,0.6749158335843778
125,0.7205626001185126
126,0.713402128745942
127,0.6978631618316287
128,0.6399612250397895
129,0.6731553149154456
130,0.7250881224675356
131,0.6323931259546827
132,0.822849113696229
133,0.7317173909939635
134,0.7334099499840889
135,0.7087115692389369
136,0.7130295763653478
137,0.7379582966955751
138,0.7220174583905179
139,0.795944360582245
140,0.720561090287247
141,0.6446491230832705
142,0.6949215363786494
143,0.7290164297711887
144,0.7085801875024587
145,0.7007504107878684
146,0.6670151653819766
147,0.7201510577410256
148,0.7246892211230471
149,0.5829667233441784
150,0.6516796413845832
151,0.7291383817383228
152,0.6242305713091656
153,0.624165716835189
154,0.5665785232852266
155,0.650649571013482
156,0.6388555787370033
157,0.633266909097438
158,0.6078957177109106
159,0.8107146610558807
160,0.6851488299390411
161,0.7628645937091236
162,0.5452547714408064
163,0.6398563284442746
164,0.664831255407053
165,0.6438130868118661
166,0.6389134787358691
167,0.6614320856063037
168,0.6600892786004088
169,0.7885941655118868
170,0.7067030950202075
171,0.7278673601232257
172,0.6709262570038225
173,0.7133559713647335
174,0.7528205005074573
175,0.7213153342975295
176,0.7171804316556668
177,0.7019916301039962
178,0.6987846829260786
179,0.7822567918531063
180,0.837827873177705
181,0.7944265480413287
182,0.8028476574544425
183,0.8353722644431242
184,0.8335796503854753
185,0.8299270983408669
186,0.8368676499629993
187,0.8331906898980743
188,0.838912226976826
189,0.6409356377139667
190,0.6735342715133941
191,0.6997263943023211
192,0.657059637796543
193,0.6180808559029214
194,0.6617635621688872
195,0.6824687139047904
196,0.6469080694442456
197,0.6660422819047895
198,0.7404582636576023
199,0.7393813786973572
200,0.6538944224098185
201,0.7251989368824902
202,0.7244170101644113
203,0.6505583069138183
204,0.6648829751680286
205,0.6561247464916101
206,0.6457364612882109
207,0.6633594533311837
208,0.650702058206866
209,0.6217474786488429
210,0.8870023440449722
211,0.78115982533498
212,0.8236885067946692
213,0.8855035057259739
214,0.8609456637480316
215,0.7959431822241512
216,0.621713410525381
217,0.8867934368176468
218,0.8876142583605389
219,0.6789279590589393
220,0.6892541793626071
221,0.6939234134895329
222,0.7164849380669125
223,0.6765300338352915
224,0.8164719043169991
225,0.6800520201753744
226,0.6731749624252016
227,0.6832805491521425
228,0.6857456887190023
229,0.84112458312348
230,0.7248600044023953
231,0.7099789380195295
232,0.638511584700967
233,0.7217446616840687
234,0.6943006970825282
235,0.7310742674414373
236,0.7149405560921901
237,0.7273288635823747
238,0.7083359848613249
239,0.637940953838434
240,0.7888813299193127
241,0.7831837174074091
242,0.7974383660359893
243,0.7682390992728195
244,0.7143452725194057
245,0.7910285516237836
246,0.7776934288885932
247,0.806618644348964
248,0.7985094237518097
249,0.6201646400536382
250,0.6861223673231557
251,0.6986818125520229
252,0.7096970082505857
253,0.6879130069455928
254,0.7225033566114661
255,0.686080054149493
256,0.7046990110071099
257,0.7184716050344925
258,0.7055804896138302
259,0.7632758511093619
260,0.7307800005111057
261,0.7208230808215857
262,0.8273724817099347
263,0.7384992488356694
264,0.7323934043560274
265,0.7650229059500192
266,0.7423023328033499
267,0.757676999564639
268,0.7429423222122556
269,0.8234473874661424
270,0.7513437958093269
271,0.7200857571024655
272,0.6760184128490279
273,0.7111792651103012
274,0.7228121469402309
275,0.7293972232565815
276,0.7336870717371027
277,0.7030310988029359
278,0.7102918252982902
279,0.646890627266159
280,0.608949168316306
281,0.7895564467612324
282,0.6549666244458818
283,0.624222124075668
284,0.6067217552386625
285,0.6337598388317837
286,0.6124389178541184
287,0.6238786385032912
288,0.6164392275675683
289,0.7711074308891172
290,0.7957867063224542
291,0.7298279886523802
292,0.8089951994845703
293,0.801982752986551
294,0.8083632697620585
295,0.7990464736404446
296,0.7794658188704722
297,0.7552770739189972
298,0.7885217435401507
299,0.6391743248625593
300,0.6378504571626862
301,0.603676155787976
302,0.6333942609421015
303,0.6392536148921911
304,0.6707573640479626
305,0.6397383504572217
306,0.7106725563278998
307,0.658339914367184
308,0.6388456071916697
309,0.6476628536141985
310,0.6912823938468959
311,0.7101593812014381
312,0.739743433174233
313,0.682011483598587
314,0.6125948674066682
315,0.629759711648282
316,0.6967403332910329
317,0.6897964927108917
318,0.6685308229901189
319,0.6795464333876748
320,0.6630560998718394
321,0.6549071582884793
322,0.6571785029717268
323,0.6063172859537944
324,0.7041355873392326
325,0.629607907765294
326,0.540888055882039
327,0.6711090323568194
328,0.5964880818419418
329,0.65186332623064
330,0.6852030743669112
331,0.8242341023306582
332,0.7012931123039162
333,0.7095494809526857
334,0.6902911140458504
335,0.7090606142670858
336,0.7035767023607326
337,0.6863533267256109
338,0.696336138374594
339,0.7939054430960683
340,0.8378245394146616
341,0.7988976482888439
342,0.7683524748456342
343,0.8393164204755214
344,0.7685202100248757
345,0.8356432725564068
346,0.8343157481149917
347,0.8452630996587805
348,0.8371169918936707
349,0.7013627262116164
350,0.6515381417459992
351,0.639157470166627
352,0.7193881422091114
353,0.6799743740002819
354,0.6663607131203195
355,0.6762584558656313
356,0.6700628961271051
357,0.672607243845418
358,0.6647732686739323
359,0.6421222030656267
360,0.6496662516101742
361,0.6691205691436937
362,0.6760164275133372
363,0.6858108389015508
364,0.6383945942007228
365,0.6646227189740566
366,0.6597253693166245
367,0.7102481630098523
368,0.6673495497668396
369,0.6317065374278202
370,0.7771886167822194
371,0.7076302508267979
372,0.7188473567084225
373,0.7828638129826007
374,0.7117069460796778
375,0.7453830664688174
376,0.7695799889787688
377,0.7448553403949079
378,0.7651352837883791
379,0.6682703268809315
380,0.6899945238599365
381,0.581399944101701
382,0.7159488486870929
383,0.7132282967444394
384,0.7158326964230787
385,0.7133155960775418
386,0.7072323558177247
387,0.7160434981544028
388,0.7104127695393395
389,0.5843944922913163
390,0.63244413395981
391,0.7539855227991947
392,0.6425606840868225
393,0.6606325259545721
394,0.7050495602674467
395,0.6329974769819365
396,0.6612163125712298
397,0.6409375434543565
398,0.6367668258225334
399,0.7309951375286203
400,0.6119150719795307
401,0.7273711515284362
402,0.7894684732339159
403,0.6088031513716209
404,0.6954980669436176
405,0.5853971324236631
406,0.635528391754148
407,0.6285146600852823
408,0.6125776067654127
409,0.685711011951934
410,0.72734341481537
411,0.6276600798867272
412,0.7042824976148465
413,0.7280924498946769
414,0.7209912901880892
415,0.721723998391072
416,0.7057582120222963
417,0.7332651124013645
418,0.7199821041478158
419,0.5959768031373076
420,0.7308635480255503
421,0.60571984261912
422,0.8350506082853337
423,0.7299263231616885
424,0.7226936520941488
425,0.7405570878484279
426,0.7236199178356757
427,0.728601301734037
428,0.7338056742096941
429,0.6274041562585589
430,0.7205351781166482
431,0.8327467625096974
432,0.6632236675342121
433,0.721457135108242
434,0.658444508530421
435,0.7154734115654771
